dataset_id,model_type,method,ate_hat
980,Parametric,Levis IWOR,0.2571164416222726
981,Non-Parametric,Levis IWOR,0.289919663103959
981,Parametric,Levis IWOR,0.26661940801589623
982,Non-Parametric,Levis IWOR,0.2631324370037187
982,Parametric,Levis IWOR,0.25258100427597824
983,Non-Parametric,Levis IWOR,0.259147131410163
983,Parametric,Levis IWOR,0.2461841301750866
984,Non-Parametric,Levis IWOR,0.2755040545729196
984,Parametric,Levis IWOR,0.26414957312632115
985,Non-Parametric,Levis IWOR,0.2786098808703712
985,Parametric,Levis IWOR,0.25870298781504275
986,Non-Parametric,Levis IWOR,0.2741081162492477
986,Parametric,Levis IWOR,0.2597273522327159
987,Non-Parametric,Levis IWOR,0.2840536466004591
987,Parametric,Levis IWOR,0.27169823461725706
988,Non-Parametric,Levis IWOR,0.2648330018033949
988,Parametric,Levis IWOR,0.2513735711965258
989,Non-Parametric,Levis IWOR,0.2639957072536928
989,Parametric,Levis IWOR,0.25266288369806295
990,Non-Parametric,Levis IWOR,0.2630051693397709
990,Parametric,Levis IWOR,0.24906483997059267
991,Non-Parametric,Levis IWOR,0.27184891384758814
991,Parametric,Levis IWOR,0.25962211277138514
992,Non-Parametric,Levis IWOR,0.2835548982594451
992,Parametric,Levis IWOR,0.2646449986650156
993,Non-Parametric,Levis IWOR,0.2682482186064164
993,Parametric,Levis IWOR,0.2533652262561311
994,Non-Parametric,Levis IWOR,0.26222454301473175
994,Parametric,Levis IWOR,0.25014825906692484
995,Non-Parametric,Levis IWOR,0.2612318351266481
995,Parametric,Levis IWOR,0.2522794188532606
996,Non-Parametric,Levis IWOR,0.27742399142579055
996,Parametric,Levis IWOR,0.260559733357724
997,Non-Parametric,Levis IWOR,0.2827015523182007
997,Parametric,Levis IWOR,0.26916709775592385
998,Non-Parametric,Levis IWOR,0.25864168704340645
998,Parametric,Levis IWOR,0.25032956020222513
999,Non-Parametric,Levis IWOR,0.2775746030142531
999,Parametric,Levis IWOR,0.2686138262383228
1000,Non-Parametric,Levis IWOR,0.25566183607396276
1000,Parametric,Levis IWOR,0.24366602065013146
1,Non-Parametric,Levis IF,0.2651561458765156
1,Parametric,Levis IF,0.26125668553502124
2,Non-Parametric,Levis IF,0.25205137469312267
2,Parametric,Levis IF,0.2517439892826465
3,Non-Parametric,Levis IF,0.26212286993196837
3,Parametric,Levis IF,0.25478016176637547
4,Non-Parametric,Levis IF,0.26439630589584096
4,Parametric,Levis IF,0.2625269007487213
5,Non-Parametric,Levis IF,0.25705313969518473
5,Parametric,Levis IF,0.263556932283417
6,Non-Parametric,Levis IF,0.25322202225104223
6,Parametric,Levis IF,0.24888514033189146
7,Non-Parametric,Levis IF,0.24847364484221168
7,Parametric,Levis IF,0.2431853086644821
8,Non-Parametric,Levis IF,0.2724793759449981
8,Parametric,Levis IF,0.2761395550701783
9,Non-Parametric,Levis IF,0.2730470514090476
9,Parametric,Levis IF,0.2864633441677446
10,Non-Parametric,Levis IF,0.25651471801468817
10,Parametric,Levis IF,0.2533411223463448
11,Non-Parametric,Levis IF,0.27034259022273355
11,Parametric,Levis IF,0.2695995781087948
12,Non-Parametric,Levis IF,0.24754863511370234
12,Parametric,Levis IF,0.24819710185239777
13,Non-Parametric,Levis IF,0.262387320447353
13,Parametric,Levis IF,0.25946377252512665
14,Non-Parametric,Levis IF,0.26104725762319153
14,Parametric,Levis IF,0.2505741128320993
15,Non-Parametric,Levis IF,0.24744377479373353
15,Parametric,Levis IF,0.23677315735339532
16,Non-Parametric,Levis IF,0.2598681047561662
16,Parametric,Levis IF,0.2580454761755279
17,Non-Parametric,Levis IF,0.2568612009103042
17,Parametric,Levis IF,0.25911020077210184
18,Non-Parametric,Levis IF,0.2742784040326973
18,Parametric,Levis IF,0.2661325569803519
19,Non-Parametric,Levis IF,0.2699146901645726
19,Parametric,Levis IF,0.2637801691548613
20,Non-Parametric,Levis IF,0.24070538583561968
20,Parametric,Levis IF,0.2512922313955643
21,Non-Parametric,Levis IF,0.25453014255204104
21,Parametric,Levis IF,0.2499478096605256
22,Non-Parametric,Levis IF,0.27358428022007486
22,Parametric,Levis IF,0.2559724995948779
23,Non-Parametric,Levis IF,0.26102932175360777
23,Parametric,Levis IF,0.2538251965152901
24,Non-Parametric,Levis IF,0.26067601025089304
24,Parametric,Levis IF,0.26165480602857183
25,Non-Parametric,Levis IF,0.2682296023962723
25,Parametric,Levis IF,0.25661650038720984
26,Non-Parametric,Levis IF,0.2576395641790197
26,Parametric,Levis IF,0.25775084933681286
27,Non-Parametric,Levis IF,0.245960928981563
27,Parametric,Levis IF,0.24360874405193358
28,Non-Parametric,Levis IF,0.24638325802357625
28,Parametric,Levis IF,0.24810857591155291
29,Non-Parametric,Levis IF,0.23730904755960575
29,Parametric,Levis IF,0.25787212523151964
30,Non-Parametric,Levis IF,0.24542904902645526
30,Parametric,Levis IF,0.24430158372078492
31,Non-Parametric,Levis IF,0.27687182823436896
31,Parametric,Levis IF,0.26536494045045944
32,Non-Parametric,Levis IF,0.2542322554442747
32,Parametric,Levis IF,0.24901863116614575
33,Non-Parametric,Levis IF,0.22380977277038047
33,Parametric,Levis IF,0.23830495254840323
34,Non-Parametric,Levis IF,0.25118576919586816
34,Parametric,Levis IF,0.2570051114132964
35,Non-Parametric,Levis IF,0.236810594578983
35,Parametric,Levis IF,0.24271113749849288
36,Non-Parametric,Levis IF,0.26808000244404095
36,Parametric,Levis IF,0.27425617054680396
37,Non-Parametric,Levis IF,0.25660852201847506
37,Parametric,Levis IF,0.2599739403101755
38,Non-Parametric,Levis IF,0.2623539640046981
38,Parametric,Levis IF,0.25823987409284865
39,Non-Parametric,Levis IF,0.2609008314928699
39,Parametric,Levis IF,0.2611501850780608
40,Non-Parametric,Levis IF,0.2574434007226688
40,Parametric,Levis IF,0.24909525610293676
41,Non-Parametric,Levis IF,0.2644107798749983
41,Parametric,Levis IF,0.269175269243186
42,Non-Parametric,Levis IF,0.24401670638666842
42,Parametric,Levis IF,0.24115500076684193
43,Non-Parametric,Levis IF,0.2607275856287744
43,Parametric,Levis IF,0.25763821341259757
44,Non-Parametric,Levis IF,0.250302428441371
44,Parametric,Levis IF,0.23405757672578817
45,Non-Parametric,Levis IF,0.266278791874312
45,Parametric,Levis IF,0.25657071652234076
46,Non-Parametric,Levis IF,0.2660249553826627
46,Parametric,Levis IF,0.2613797701009568
47,Non-Parametric,Levis IF,0.2641803934910796
47,Parametric,Levis IF,0.2627200908748897
48,Non-Parametric,Levis IF,0.25739687707169706
48,Parametric,Levis IF,0.25041246845852394
49,Non-Parametric,Levis IF,0.25588228770551813
49,Parametric,Levis IF,0.24597322207022404
50,Non-Parametric,Levis IF,0.25122612352922435
50,Parametric,Levis IF,0.2587991577768471
51,Non-Parametric,Levis IF,0.24529935063342484
51,Parametric,Levis IF,0.2476864131185422
52,Non-Parametric,Levis IF,0.2595543614976631
52,Parametric,Levis IF,0.2576498922654694
53,Non-Parametric,Levis IF,0.2602499848404491
53,Parametric,Levis IF,0.2561684339134336
54,Non-Parametric,Levis IF,0.2616582261581788
54,Parametric,Levis IF,0.25876451052972926
55,Non-Parametric,Levis IF,0.2524965399092247
55,Parametric,Levis IF,0.25483217479263454
56,Non-Parametric,Levis IF,0.24906373442519175
56,Parametric,Levis IF,0.2456602159927982
57,Non-Parametric,Levis IF,0.2601771209376471
57,Parametric,Levis IF,0.25721401902403385
58,Non-Parametric,Levis IF,0.2669438133475605
58,Parametric,Levis IF,0.26527011147934026
59,Non-Parametric,Levis IF,0.26974143164225206
59,Parametric,Levis IF,0.2747802436133412
60,Non-Parametric,Levis IF,0.27161327545150915
60,Parametric,Levis IF,0.26997559224519085
61,Non-Parametric,Levis IF,0.250307265881725
61,Parametric,Levis IF,0.24822891142142425
62,Non-Parametric,Levis IF,0.25005006417446085
62,Parametric,Levis IF,0.25483787230387067
63,Non-Parametric,Levis IF,0.2390907037607981
63,Parametric,Levis IF,0.2379365783918786
64,Non-Parametric,Levis IF,0.24244140622969118
64,Parametric,Levis IF,0.24122198876074663
65,Non-Parametric,Levis IF,0.27063851431600106
65,Parametric,Levis IF,0.26258841040442843
66,Non-Parametric,Levis IF,0.24898240361906165
66,Parametric,Levis IF,0.2526983437779522
67,Non-Parametric,Levis IF,0.263251136287074
67,Parametric,Levis IF,0.260629827446511
68,Non-Parametric,Levis IF,0.25880576865969585
68,Parametric,Levis IF,0.25027692711501015
69,Non-Parametric,Levis IF,0.2529540699669105
69,Parametric,Levis IF,0.25057491770427265
70,Non-Parametric,Levis IF,0.26139058493264344
70,Parametric,Levis IF,0.2670841623035305
71,Non-Parametric,Levis IF,0.27024678093824794
71,Parametric,Levis IF,0.2667980293294863
72,Non-Parametric,Levis IF,0.2582241020589478
72,Parametric,Levis IF,0.2503895923190337
73,Non-Parametric,Levis IF,0.24637158942652315
73,Parametric,Levis IF,0.24901001599961972
74,Non-Parametric,Levis IF,0.26263322711994885
74,Parametric,Levis IF,0.2586266949659354
75,Non-Parametric,Levis IF,0.2677650632202635
75,Parametric,Levis IF,0.26147873421827406
76,Non-Parametric,Levis IF,0.2668251419532542
76,Parametric,Levis IF,0.26422728793542993
77,Non-Parametric,Levis IF,0.25637024040166956
77,Parametric,Levis IF,0.2592604135551761
78,Non-Parametric,Levis IF,0.2667427570476263
78,Parametric,Levis IF,0.2695845869527766
79,Non-Parametric,Levis IF,0.2639100733596602
79,Parametric,Levis IF,0.26036422940594983
80,Non-Parametric,Levis IF,0.2651485272724438
80,Parametric,Levis IF,0.2731469772087753
81,Non-Parametric,Levis IF,0.1892769037892798
81,Parametric,Levis IF,0.23655032317105418
82,Non-Parametric,Levis IF,0.2708860899945891
82,Parametric,Levis IF,0.2645130434053485
83,Non-Parametric,Levis IF,0.25283074532203176
83,Parametric,Levis IF,0.25538662631468045
84,Non-Parametric,Levis IF,0.26413309485523717
84,Parametric,Levis IF,0.25635152448298504
85,Non-Parametric,Levis IF,0.25059632061058157
85,Parametric,Levis IF,0.24628731088978545
86,Non-Parametric,Levis IF,0.2464728715560741
86,Parametric,Levis IF,0.24880873845012313
87,Non-Parametric,Levis IF,0.2777786406981554
87,Parametric,Levis IF,0.27472039110084895
88,Non-Parametric,Levis IF,0.2555872274996941
88,Parametric,Levis IF,0.2522212856893695
89,Non-Parametric,Levis IF,0.25746823364137483
89,Parametric,Levis IF,0.25069472315920194
90,Non-Parametric,Levis IF,0.26007533993328436
90,Parametric,Levis IF,0.2568946134589738
91,Non-Parametric,Levis IF,0.25851131732824845
91,Parametric,Levis IF,0.25533453018139685
92,Non-Parametric,Levis IF,0.24425221157762358
92,Parametric,Levis IF,0.25006039733313823
93,Non-Parametric,Levis IF,0.25844625697630697
93,Parametric,Levis IF,0.2548963260669946
94,Non-Parametric,Levis IF,0.2559578293736984
94,Parametric,Levis IF,0.2509635091257866
95,Non-Parametric,Levis IF,0.26573825419484964
95,Parametric,Levis IF,0.2628909037900779
96,Non-Parametric,Levis IF,0.2555363350228296
96,Parametric,Levis IF,0.25485496791729645
97,Non-Parametric,Levis IF,0.24941371053896055
97,Parametric,Levis IF,0.2594388425225545
98,Non-Parametric,Levis IF,0.1696556411423528
98,Parametric,Levis IF,0.2637840519367366
99,Non-Parametric,Levis IF,0.2561655381681252
99,Parametric,Levis IF,0.2544077369530161
100,Non-Parametric,Levis IF,0.19672763116819833
100,Parametric,Levis IF,0.26836449006764607
101,Non-Parametric,Levis IF,0.26717710426215635
101,Parametric,Levis IF,0.2669019518376786
102,Non-Parametric,Levis IF,0.2663184610064798
102,Parametric,Levis IF,0.2679754837637842
103,Non-Parametric,Levis IF,0.2681092825393022
103,Parametric,Levis IF,0.26220703382041377
104,Non-Parametric,Levis IF,0.25827398805864743
104,Parametric,Levis IF,0.2568693091702443
105,Non-Parametric,Levis IF,0.26343860031672783
105,Parametric,Levis IF,0.2635075355211416
106,Non-Parametric,Levis IF,0.2703293406971991
106,Parametric,Levis IF,0.26583942815079736
107,Non-Parametric,Levis IF,0.26000653237075116
107,Parametric,Levis IF,0.25270908935715575
108,Non-Parametric,Levis IF,0.270644439410481
108,Parametric,Levis IF,0.24965961512479515
109,Non-Parametric,Levis IF,0.2434735529866637
109,Parametric,Levis IF,0.24462529419210516
110,Non-Parametric,Levis IF,0.2556799878360607
110,Parametric,Levis IF,0.24953479529048114
111,Non-Parametric,Levis IF,0.24934814652993542
111,Parametric,Levis IF,0.2526323787911018
112,Non-Parametric,Levis IF,0.24008104011508033
112,Parametric,Levis IF,0.24608943016859902
113,Non-Parametric,Levis IF,0.26411406362180156
113,Parametric,Levis IF,0.2641323000798102
114,Non-Parametric,Levis IF,0.25721166126046324
114,Parametric,Levis IF,0.2503972367006496
115,Non-Parametric,Levis IF,0.2643804883306561
115,Parametric,Levis IF,0.2641308834577464
116,Non-Parametric,Levis IF,0.2606534780444682
116,Parametric,Levis IF,0.2661267849843639
117,Non-Parametric,Levis IF,0.26626027196455027
117,Parametric,Levis IF,0.24971320926904858
118,Non-Parametric,Levis IF,0.2685476447364137
118,Parametric,Levis IF,0.26625339606227405
119,Non-Parametric,Levis IF,0.26692867172968193
119,Parametric,Levis IF,0.2594482913672157
120,Non-Parametric,Levis IF,0.25044111948162334
120,Parametric,Levis IF,0.2646233377119229
121,Non-Parametric,Levis IF,0.2633854347159985
121,Parametric,Levis IF,0.25924524246538827
122,Non-Parametric,Levis IF,0.23903199869585218
122,Parametric,Levis IF,0.241900127557517
123,Non-Parametric,Levis IF,0.25971049747256364
123,Parametric,Levis IF,0.2532435206045189
124,Non-Parametric,Levis IF,0.26989369404299934
124,Parametric,Levis IF,0.26220258488006154
125,Non-Parametric,Levis IF,0.267251282883931
125,Parametric,Levis IF,0.2672614302844549
126,Non-Parametric,Levis IF,0.25392920787609363
126,Parametric,Levis IF,0.24997736944055715
127,Non-Parametric,Levis IF,0.2617610483139938
127,Parametric,Levis IF,0.25781181740735293
128,Non-Parametric,Levis IF,0.26370966592721334
128,Parametric,Levis IF,0.26035201974176614
129,Non-Parametric,Levis IF,0.25551928709923905
129,Parametric,Levis IF,0.2561473153630534
130,Non-Parametric,Levis IF,0.2503671993013874
130,Parametric,Levis IF,0.25121196056905637
131,Non-Parametric,Levis IF,0.27053276750368294
131,Parametric,Levis IF,0.27671316258102774
132,Non-Parametric,Levis IF,0.2555416742821609
132,Parametric,Levis IF,0.25932361846813157
133,Non-Parametric,Levis IF,0.261867269261694
133,Parametric,Levis IF,0.2542021642529984
134,Non-Parametric,Levis IF,0.2615387780257769
134,Parametric,Levis IF,0.256947495571386
135,Non-Parametric,Levis IF,0.24483989827252167
135,Parametric,Levis IF,0.24191767597667824
136,Non-Parametric,Levis IF,0.26042586728281325
136,Parametric,Levis IF,0.25879027438375557
137,Non-Parametric,Levis IF,0.26286043232238443
137,Parametric,Levis IF,0.263357881645576
138,Non-Parametric,Levis IF,0.26004356802140016
138,Parametric,Levis IF,0.2608786791044694
139,Non-Parametric,Levis IF,0.25461284193280465
139,Parametric,Levis IF,0.25788644059645405
140,Non-Parametric,Levis IF,0.2563408264934455
140,Parametric,Levis IF,0.2591646676545705
141,Non-Parametric,Levis IF,0.2642117933117095
141,Parametric,Levis IF,0.2656269423685179
142,Non-Parametric,Levis IF,0.24938229402347525
142,Parametric,Levis IF,0.24584726442597488
143,Non-Parametric,Levis IF,0.2611974387281069
143,Parametric,Levis IF,0.2642223024263114
144,Non-Parametric,Levis IF,0.26467158339691277
144,Parametric,Levis IF,0.2639053860954834
145,Non-Parametric,Levis IF,0.2514187342774047
145,Parametric,Levis IF,0.24581543877730655
146,Non-Parametric,Levis IF,0.25829533473430505
146,Parametric,Levis IF,0.2640392783595675
147,Non-Parametric,Levis IF,0.26240319918180055
147,Parametric,Levis IF,0.26279429906303925
148,Non-Parametric,Levis IF,0.2746935777254796
148,Parametric,Levis IF,0.2731343610089374
149,Non-Parametric,Levis IF,0.2626781834393538
149,Parametric,Levis IF,0.26264417771759024
150,Non-Parametric,Levis IF,0.2703639766116547
150,Parametric,Levis IF,0.25886060630611885
151,Non-Parametric,Levis IF,0.24821494779852124
151,Parametric,Levis IF,0.2457263194527352
152,Non-Parametric,Levis IF,0.24855011200421756
152,Parametric,Levis IF,0.25768191915377325
153,Non-Parametric,Levis IF,0.2480554161049045
153,Parametric,Levis IF,0.24425779078081677
154,Non-Parametric,Levis IF,0.270403071972495
154,Parametric,Levis IF,0.2677226756873147
155,Non-Parametric,Levis IF,0.23567820781650198
155,Parametric,Levis IF,0.2435359508143958
156,Non-Parametric,Levis IF,0.231360385685407
156,Parametric,Levis IF,0.25425414388856366
157,Non-Parametric,Levis IF,0.2604387736616525
157,Parametric,Levis IF,0.27305503499452344
158,Non-Parametric,Levis IF,0.26066672255353696
158,Parametric,Levis IF,0.25734022834724757
159,Non-Parametric,Levis IF,0.2540657167357998
159,Parametric,Levis IF,0.2533642815492771
160,Non-Parametric,Levis IF,0.24451377647128775
160,Parametric,Levis IF,0.24410179047327907
161,Non-Parametric,Levis IF,0.2391070987285367
161,Parametric,Levis IF,0.2671425993777642
162,Non-Parametric,Levis IF,0.24855627842651357
162,Parametric,Levis IF,0.2437915520197396
163,Non-Parametric,Levis IF,0.2544238888950119
163,Parametric,Levis IF,0.25412346167689076
164,Non-Parametric,Levis IF,0.2530193921995689
164,Parametric,Levis IF,0.2559651661472371
165,Non-Parametric,Levis IF,0.24082701514362992
165,Parametric,Levis IF,0.23705767514994544
166,Non-Parametric,Levis IF,0.25266054670444715
166,Parametric,Levis IF,0.2517195548074757
167,Non-Parametric,Levis IF,0.24587475710008186
167,Parametric,Levis IF,0.2476793924165632
168,Non-Parametric,Levis IF,0.26139425809015604
168,Parametric,Levis IF,0.2574266429265246
169,Non-Parametric,Levis IF,0.2569611821163148
169,Parametric,Levis IF,0.2570686996487978
170,Non-Parametric,Levis IF,0.2574815090445388
170,Parametric,Levis IF,0.25494321387265567
171,Non-Parametric,Levis IF,0.2563420086690218
171,Parametric,Levis IF,0.25195343014477223
172,Non-Parametric,Levis IF,0.26854452054340794
172,Parametric,Levis IF,0.2649529279104697
173,Non-Parametric,Levis IF,0.2359940707689942
173,Parametric,Levis IF,0.24535959839595045
174,Non-Parametric,Levis IF,0.2659292191809044
174,Parametric,Levis IF,0.26888515126565093
175,Non-Parametric,Levis IF,0.2539373741230628
175,Parametric,Levis IF,0.26859698368257184
176,Non-Parametric,Levis IF,0.26322521708130525
176,Parametric,Levis IF,0.2707294864733803
177,Non-Parametric,Levis IF,0.254956561696275
177,Parametric,Levis IF,0.24851577131476763
178,Non-Parametric,Levis IF,0.2643919472918089
178,Parametric,Levis IF,0.26314685175683517
179,Non-Parametric,Levis IF,0.25956055193820793
179,Parametric,Levis IF,0.2660738777437067
180,Non-Parametric,Levis IF,0.24413319855818075
180,Parametric,Levis IF,0.24653915211005237
181,Non-Parametric,Levis IF,0.2643927074349626
181,Parametric,Levis IF,0.26251431826268823
182,Non-Parametric,Levis IF,0.23157664152614243
182,Parametric,Levis IF,0.25079106940938717
183,Non-Parametric,Levis IF,0.26688475381343213
183,Parametric,Levis IF,0.2689605887323723
184,Non-Parametric,Levis IF,0.2609016964774177
184,Parametric,Levis IF,0.2548488002200855
185,Non-Parametric,Levis IF,0.2747282436152064
185,Parametric,Levis IF,0.2611605793384899
186,Non-Parametric,Levis IF,0.23469231051951006
186,Parametric,Levis IF,0.2469200105097995
187,Non-Parametric,Levis IF,0.2628977975766398
187,Parametric,Levis IF,0.26988410156019427
188,Non-Parametric,Levis IF,0.27393772331588573
188,Parametric,Levis IF,0.2706472158388439
189,Non-Parametric,Levis IF,0.25556461446860723
189,Parametric,Levis IF,0.25215360956499877
190,Non-Parametric,Levis IF,0.25639779332004065
190,Parametric,Levis IF,0.2535700910904181
191,Non-Parametric,Levis IF,0.25371918068187865
191,Parametric,Levis IF,0.2590721920022463
192,Non-Parametric,Levis IF,0.25872735269101194
192,Parametric,Levis IF,0.2564417845666908
193,Non-Parametric,Levis IF,0.26107419692197487
193,Parametric,Levis IF,0.2641931361506036
194,Non-Parametric,Levis IF,0.25964919700197886
194,Parametric,Levis IF,0.25209771260943026
195,Non-Parametric,Levis IF,0.26453440399933775
195,Parametric,Levis IF,0.2644346980223951
196,Non-Parametric,Levis IF,0.26417012426832187
196,Parametric,Levis IF,0.2531295002095808
197,Non-Parametric,Levis IF,0.26423719413887337
197,Parametric,Levis IF,0.26474394464001594
198,Non-Parametric,Levis IF,0.26815642880027735
198,Parametric,Levis IF,0.279984645276812
199,Non-Parametric,Levis IF,0.24673856743763395
199,Parametric,Levis IF,0.2464004595852533
200,Non-Parametric,Levis IF,0.26486821847821046
200,Parametric,Levis IF,0.2628086302577019
201,Non-Parametric,Levis IF,0.25703072891943807
201,Parametric,Levis IF,0.24873963048961195
202,Non-Parametric,Levis IF,0.255209514273583
202,Parametric,Levis IF,0.25881836659132507
203,Non-Parametric,Levis IF,0.26733329016153706
203,Parametric,Levis IF,0.26630866788828883
204,Non-Parametric,Levis IF,0.2715421969978631
204,Parametric,Levis IF,0.27086881087334846
205,Non-Parametric,Levis IF,0.2632025923345772
205,Parametric,Levis IF,0.25999668064074305
206,Non-Parametric,Levis IF,0.2509575573695634
206,Parametric,Levis IF,0.24164862856506497
207,Non-Parametric,Levis IF,0.27035052383129154
207,Parametric,Levis IF,0.26976169630157465
208,Non-Parametric,Levis IF,0.25888013626151724
208,Parametric,Levis IF,0.25638417762523913
209,Non-Parametric,Levis IF,0.20558884173587755
209,Parametric,Levis IF,0.2554766473105651
210,Non-Parametric,Levis IF,0.2682613770143546
210,Parametric,Levis IF,0.2695839618148095
211,Non-Parametric,Levis IF,0.2698073217203333
211,Parametric,Levis IF,0.26092308832134226
212,Non-Parametric,Levis IF,0.2518454587425328
212,Parametric,Levis IF,0.25168980655850703
213,Non-Parametric,Levis IF,0.2645985374366783
213,Parametric,Levis IF,0.2691618264558299
214,Non-Parametric,Levis IF,0.26001614094391035
214,Parametric,Levis IF,0.25336809230121565
215,Non-Parametric,Levis IF,0.25082689926885154
215,Parametric,Levis IF,0.2531382398076545
216,Non-Parametric,Levis IF,0.263554099043788
216,Parametric,Levis IF,0.25914524694117436
217,Non-Parametric,Levis IF,0.2549194813845641
217,Parametric,Levis IF,0.2522193845053893
218,Non-Parametric,Levis IF,0.19028553474333998
218,Parametric,Levis IF,0.24607230787743267
219,Non-Parametric,Levis IF,0.2611783787315756
219,Parametric,Levis IF,0.26104437569658046
220,Non-Parametric,Levis IF,0.24836318584591532
220,Parametric,Levis IF,0.242610512666188
221,Non-Parametric,Levis IF,0.27731087045875114
221,Parametric,Levis IF,0.27158920672428044
222,Non-Parametric,Levis IF,0.2549495785374146
222,Parametric,Levis IF,0.2540786683935797
223,Non-Parametric,Levis IF,0.24811295673786
223,Parametric,Levis IF,0.2525478328705318
224,Non-Parametric,Levis IF,0.2467761650074852
224,Parametric,Levis IF,0.2488073801150131
225,Non-Parametric,Levis IF,0.2631805954278461
225,Parametric,Levis IF,0.2601181432490775
226,Non-Parametric,Levis IF,0.27521618653026936
226,Parametric,Levis IF,0.2708199216442697
227,Non-Parametric,Levis IF,0.25235043687712855
227,Parametric,Levis IF,0.2493973616248902
228,Non-Parametric,Levis IF,0.2533050087173976
228,Parametric,Levis IF,0.25536075054555896
229,Non-Parametric,Levis IF,0.2617224828609233
229,Parametric,Levis IF,0.26058759075493654
230,Non-Parametric,Levis IF,0.24516681163081344
230,Parametric,Levis IF,0.25120139281549264
231,Non-Parametric,Levis IF,0.2583924653124479
231,Parametric,Levis IF,0.2525337603137122
232,Non-Parametric,Levis IF,0.24967408443832978
232,Parametric,Levis IF,0.24742009243708615
233,Non-Parametric,Levis IF,0.259061268030886
233,Parametric,Levis IF,0.26121212766847923
234,Non-Parametric,Levis IF,0.2559838043217751
234,Parametric,Levis IF,0.25020124484621575
235,Non-Parametric,Levis IF,0.26904861823374693
235,Parametric,Levis IF,0.26854673346590074
236,Non-Parametric,Levis IF,0.2604445148695851
236,Parametric,Levis IF,0.25818143793239423
237,Non-Parametric,Levis IF,0.25586971787827706
237,Parametric,Levis IF,0.2551663507883189
238,Non-Parametric,Levis IF,0.2593765204065195
238,Parametric,Levis IF,0.25934513687833094
239,Non-Parametric,Levis IF,0.2417514610117912
239,Parametric,Levis IF,0.24145717374562625
240,Non-Parametric,Levis IF,0.2679959714940233
240,Parametric,Levis IF,0.2657848146511168
241,Non-Parametric,Levis IF,0.2533078752411592
241,Parametric,Levis IF,0.2615314981336049
242,Non-Parametric,Levis IF,0.25417455274232365
242,Parametric,Levis IF,0.2537348400240042
243,Non-Parametric,Levis IF,0.25803479073403857
243,Parametric,Levis IF,0.2572289544736147
244,Non-Parametric,Levis IF,0.25512592413025353
244,Parametric,Levis IF,0.2559983867241976
245,Non-Parametric,Levis IF,0.25098441315941833
245,Parametric,Levis IF,0.2551940166325137
246,Non-Parametric,Levis IF,0.2523779594320458
246,Parametric,Levis IF,0.25446656912332666
247,Non-Parametric,Levis IF,0.26766747152591097
247,Parametric,Levis IF,0.2628928256248093
248,Non-Parametric,Levis IF,0.2532805398048749
248,Parametric,Levis IF,0.2566823534339997
249,Non-Parametric,Levis IF,0.27243506290246144
249,Parametric,Levis IF,0.27510215943980687
250,Non-Parametric,Levis IF,0.23626894479443947
250,Parametric,Levis IF,0.2595585879763752
251,Non-Parametric,Levis IF,0.2556771682337263
251,Parametric,Levis IF,0.252328272345485
252,Non-Parametric,Levis IF,0.27184516008379317
252,Parametric,Levis IF,0.26258183632437326
253,Non-Parametric,Levis IF,0.25630334071710814
253,Parametric,Levis IF,0.24807050114831275
254,Non-Parametric,Levis IF,0.2651965705579179
254,Parametric,Levis IF,0.25725850149621415
255,Non-Parametric,Levis IF,0.26297028392350996
255,Parametric,Levis IF,0.26883454697210585
256,Non-Parametric,Levis IF,0.24210740519308904
256,Parametric,Levis IF,0.24016262747022876
257,Non-Parametric,Levis IF,0.2610973968042509
257,Parametric,Levis IF,0.2593811190256359
258,Non-Parametric,Levis IF,0.25740568502446737
258,Parametric,Levis IF,0.2485309444294519
259,Non-Parametric,Levis IF,0.2633316627740189
259,Parametric,Levis IF,0.2589321844578688
260,Non-Parametric,Levis IF,0.2645925864934458
260,Parametric,Levis IF,0.26345569675980407
261,Non-Parametric,Levis IF,0.26484987488163425
261,Parametric,Levis IF,0.2687790869975064
262,Non-Parametric,Levis IF,0.26118253132667835
262,Parametric,Levis IF,0.256237018876074
263,Non-Parametric,Levis IF,0.2521055153580888
263,Parametric,Levis IF,0.24791136264794966
264,Non-Parametric,Levis IF,0.2657067233449252
264,Parametric,Levis IF,0.26536695544024613
265,Non-Parametric,Levis IF,0.2527170620003093
265,Parametric,Levis IF,0.2512615722867472
266,Non-Parametric,Levis IF,0.26650226332472543
266,Parametric,Levis IF,0.266170161080195
267,Non-Parametric,Levis IF,0.2638962956912483
267,Parametric,Levis IF,0.2567680300502771
268,Non-Parametric,Levis IF,0.24953651767066598
268,Parametric,Levis IF,0.2479712520791398
269,Non-Parametric,Levis IF,0.26141736303857777
269,Parametric,Levis IF,0.2639658729347445
270,Non-Parametric,Levis IF,0.25960622640846587
270,Parametric,Levis IF,0.25601819457619746
271,Non-Parametric,Levis IF,0.2443283282869428
271,Parametric,Levis IF,0.25643584696686217
272,Non-Parametric,Levis IF,0.2665873898774055
272,Parametric,Levis IF,0.2663779362069229
273,Non-Parametric,Levis IF,0.2566017672386255
273,Parametric,Levis IF,0.2551756726656689
274,Non-Parametric,Levis IF,0.24726637554664896
274,Parametric,Levis IF,0.2566594633604854
275,Non-Parametric,Levis IF,0.2644979800510958
275,Parametric,Levis IF,0.26292674343961153
276,Non-Parametric,Levis IF,0.26555009501249593
